Number,Title,Type,Culture,set,group,Twilight,STR,HP,RES,Signate,Site,Game text,Key Word 1,Key Word 2,Key Word 3,,Link
4C14,Dunlending Ransacker,Minion • Man,Dunland,4,,2,7,1,,,,"Each time this minion wins a skirmish, you may spot another [Dunland] Man to take control of a site.
",,,,,https://lotrtcgwiki.com/wiki/lotr04014
4C141,Beyond Dark Mountains,Event,Isengard,4,224,0,,,,,,"Response: If a companion or ally is killed, exert an [Isengard] minion to add a burden (or 2 burdens if Aragorn, Gandalf, or Theoden is killed).
",,,,,https://lotrtcgwiki.com/wiki/lotr04141
4C142,Broad-bladed Sword,Possession • Hand Weapon,Isengard,4,227,1,+2,,,,,"Bearer must be an Uruk-hai. Bearer may not take wounds (except during skirmish phases).
",,,,,https://lotrtcgwiki.com/wiki/lotr04142
4C145,Cloud of Arrows,Event,Isengard,4,228,0,,,,,,"Archery: Exert an [Isengard] archer to make the minion archery total +1 and the fellowship archery total -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04145
4C15,Dunlending Ravager,Minion • Man,Dunland,4,,1,5,1,,,,"While skirmishing a [Rohan] Man, this minion is strength +2. Assignment: Spot an ally to make that ally participate in skirmishes and assign this minion to skirmish that ally.
",,,,,https://lotrtcgwiki.com/wiki/lotr04015
4C151,Ferocity,Event,Isengard,4,227,0,,,,,,"Skirmish: Make an Uruk-hai strength +2 (or +3 if at a battleground).
",,,,,https://lotrtcgwiki.com/wiki/lotr04151
4C153,"•Grima, Son of Galmod",Minion • Man,Isengard,4,210,2,4,3,,,,"Each unbound companion (or ally) bearing a Shadow condition is strength -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04153
4C156,Kill Them Now,Event,Isengard,4,234,0,,,,,,"Skirmish: Make an [Isengard] tracker strength +2 (or +4 if skirmishing a character bearing a search card).
",,,,,https://lotrtcgwiki.com/wiki/lotr04156
4C16,Dunlending Robber,Minion • Man,Dunland,4,,3,9,1,,,,"Each time this minion wins a skirmish, you may make him strength +2 and fierce until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr04016
4C165,Orthanc Warrior,Minion • Uruk-Hai,Isengard,4,227,2,7,2,,,,"Damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04165
4C17,Dunlending Savage,Minion • Man,Dunland,4,,4,11,1,,,,,,,,,https://lotrtcgwiki.com/wiki/lotr04017
4C175,Still They Came,Event,Isengard,4,227,1,,,,,,"Skirmish: Exert an Uruk-hai who is not assigned to a skirmish to make another Uruk-hai strength +3.
",,,,,https://lotrtcgwiki.com/wiki/lotr04175
4C178,"•Unferth, Grima's Bodyguard",Minion • Man,Isengard,4,209,2,6,2,,,,"Each time the Free Peoples player assigns a companion or ally to an [Isengard] Man, that companion or ally must exert.
",,,,,https://lotrtcgwiki.com/wiki/lotr04178
4C178,"•Unferth, Grima's Bodyguard",Minion • Man,Isengard,4,212,2,6,2,,,,"Each time the Free Peoples player assigns a companion or ally to an [Isengard] Man, that companion or ally must exert.
",,,,,https://lotrtcgwiki.com/wiki/lotr04178
4C178,"•Unferth, Grima's Bodyguard",Minion • Man,Isengard,4,213,2,6,2,,,,"Each time the Free Peoples player assigns a companion or ally to an [Isengard] Man, that companion or ally must exert.
",,,,,https://lotrtcgwiki.com/wiki/lotr04178
4C18,Dunlending Warrior,Minion • Man,Dunland,4,,3,9,1,,,,"Assignment: Spot an ally to make that ally participate in skirmishes and assign this minion to skirmish that ally.
",,,,,https://lotrtcgwiki.com/wiki/lotr04018
4C180,Uruk Besieger,Minion • Uruk-Hai,Isengard,4,231,2,6,2,,,,"Damage +1. Regroup: Stack this minion on a site you control. Shadow: If stacked on a site you control, play this minion. Its twilight cost is -1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04180
4C181,Uruk Chaser,Minion • Uruk-Hai,Isengard,4,234,4,9,2,,,,"Tracker. Fierce. During a fierce skirmish involving this minion, it is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr04181
4C183,Uruk Crossbowman,Minion • Uruk-Hai,Isengard,4,228,3,6,2,,,,"Archer. Archery: Exert this minion to make the Free Peoples player wound an unbound companion; this minion does not add to the minion archery total.
",,,,,https://lotrtcgwiki.com/wiki/lotr04183
4C184,Uruk Defender,Minion • Uruk-Hai,Isengard,4,236,4,9,2,,,,"Damage +1. Skirmish: Exert this minion at a battleground to make another Uruk-hai strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr04184
4C185,Uruk Fanatic,Minion • Uruk-Hai,Isengard,4,227,4,9,2,,,,"Damage +1. If there are at least 3 cards in the dead pile, this minion is fierce.
",,,,,https://lotrtcgwiki.com/wiki/lotr04185
4C187,Uruk Foot Soldier,Minion • Uruk-Hai,Isengard,4,234,1,5,1,,,,"Tracker. Fierce. During a fierce skirmish involving this minion, it is strength +3 and damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04187
4C189,Uruk Plains Runner,Minion • Uruk-Hai,Isengard,4,234,2,7,1,,,,"Tracker. Fierce. During a fierce skirmish involving this minion, it is strength +3 and damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04189
4C190,Uruk Pursuer,Minion • Uruk-Hai,Isengard,4,234,2,5,3,,,,"Tracker. Fierce. Unbound Hobbits may not be discarded. Response: If an unbound Hobbit is killed, exert this minion to make the Free Peoples player wound an unbound companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr04190
4C191,Uruk Rear Guard,Minion • Uruk-Hai,Isengard,4,236,6,12,4,,,,"Damage +1. Skirmish: Exert this minion at a battleground to make another Uruk-hai strength +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04191
4C192,Uruk Regular,Minion • Uruk-Hai,Isengard,4,227,3,8,2,,,,"Damage +1. Shadow: Exert this minion to play an Uruk-hai; its twilight cost is -1 for each other Uruk-hai you can spot.
",,,,,https://lotrtcgwiki.com/wiki/lotr04192
4C193,Uruk Runner,Minion • Uruk-Hai,Isengard,4,234,3,8,2,,,,"Tracker. Fierce. During a fierce skirmish involving this minion, it is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr04193
4C195,Uruk Seeker,Minion • Uruk-Hai,Isengard,4,234,2,6,2,,,,"Tracker. Fierce. While skirmishing a character bearing a search card, this minion is strength +2 and damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04195
4C196,Uruk Spear,Possession • Hand Weapon,Isengard,4,227,1,+2,,,,,"Bearer must be an Uruk-hai. Maneuver: Exert bearer to discard a Free Peoples mount.
",,,,,https://lotrtcgwiki.com/wiki/lotr04196
4C197,Uruk Stalker,Minion • Uruk-Hai,Isengard,4,237,3,8,2,,,,"Damage +1. While an ally is in the dead pile, this minion is strength +3 and fierce.
",,,,,https://lotrtcgwiki.com/wiki/lotr04197
4C198,Uruk Stormer,Minion • Uruk-Hai,Isengard,4,231,3,8,2,,,,"Damage +1. Each time a companion or ally is killed during a skirmish involving an Uruk-hai, you may take control of a site.
",,,,,https://lotrtcgwiki.com/wiki/lotr04198
4C204,Uruk-hai Marauder,Minion • Uruk-Hai,Isengard,4,231,3,8,2,,,,"Damage +1. The twilight cost of this minion is -1 for each site you control.
",,,,,https://lotrtcgwiki.com/wiki/lotr04204
4C206,Uruk-hai Patrol,Minion • Uruk-Hai,Isengard,4,231,4,9,2,,,,"Damage +1(or damage +2 while you control a site).
",,,,,https://lotrtcgwiki.com/wiki/lotr04206
4C207,Uruk-hai Raiding Party,Minion • Uruk-Hai,Isengard,4,227,4,9,3,,,,"Damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04207
4C21,Hillman Band,Minion • Man,Dunland,4,,3,9,1,,,,"Each time the fellowship moves, you may spot another [Dunland] Man to take control of a site.
",,,,,https://lotrtcgwiki.com/wiki/lotr04021
4C210,We Are the Fighting Uruk-hai,Event,Isengard,4,227,1,,,,,,"Skirmish: Make an Uruk-hai strength +2 (and damage +1 if you control a site).
",,,,,https://lotrtcgwiki.com/wiki/lotr04210
4C212,Weary,Condition,Isengard,4,234,1,,,,,,"Search. Plays on a companion or ally. Limit 1 per character. Each time the Free Peoples player assigns bearer to skirmish an [Isengard] tracker, bearer must exert.
",,,,,https://lotrtcgwiki.com/wiki/lotr04212
4C221,Desert Spearman,Minion • Man,Raider,4,,3,8,2,,,,"Southron. At the start of each skirmish involving this minion, you may remove (3) to wound a companion or ally he is skirmishing.
",,,,,https://lotrtcgwiki.com/wiki/lotr04221
4C222,Desert Warrior,Minion • Man,Raider,4,,2,6,2,,,,"Southron. At the start of each skirmish involving this minion, you may remove (3) to wound a companion or ally he is skirmishing.
",,,,,https://lotrtcgwiki.com/wiki/lotr04222
4C224,Easterling Axeman,Minion • Man,Raider,4,,2,6,2,,,,"Easterling. While you can spot 2 burdens, this minion is strength +3 and fierce.
",,,,,https://lotrtcgwiki.com/wiki/lotr04224
4C226,Easterling Guard,Minion • Man,Raider,4,,4,9,2,,,,"Easterling. Each time this minion is assigned to an unbound companion, you may exert him to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr04226
4C227,Easterling Infantry,Minion • Man,Raider,4,,3,8,2,,,,"Easterling. While you can spot 3 burdens, this minion is fierce and damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04227
4C228,Easterling Lieutenant,Minion • Man,Raider,4,,3,8,2,,,,"Easterling. Each time this minion is assigned to an unbound companion, you may exert him to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr04228
4C235,Gathering to the Summons,Event,Raider,4,,0,,,,,,"Skirmish: Spot a [Raider] Man skirmishing a Ring-bound companion to add a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr04235
4C239,Men of Rhun,Event,Raider,4,,2,,,,,,"Skirmish: Make a [Raider] Man strength +3 (or +4 if you spot 4 burdens).
",,,,,https://lotrtcgwiki.com/wiki/lotr04239
4C241,On the March,Event,Raider,4,,2,,,,,,"Skirmish: Make a [Raider] Man strength +3 (or +5 if you spot 6 companions).
",,,,,https://lotrtcgwiki.com/wiki/lotr04241
4C248,Southron Bowman,Minion • Man,Raider,4,,3,6,2,,,,"Southron. Archer. Archery: Exert this minion to exert a companion (except the Ring-bearer); this minion does not add to the minion archery total.
",,,,,https://lotrtcgwiki.com/wiki/lotr04248
4C25,Hillman Tribe,Minion • Man,Dunland,4,,3,9,1,,,,"Each time this minion wins a skirmish, you may spot another [Dunland] minion to take control of a site.
",,,,,https://lotrtcgwiki.com/wiki/lotr04025
4C252,Southron Scout,Minion • Man,Raider,4,,1,3,1,,,,"Southron. Ambush (2).
",,,,,https://lotrtcgwiki.com/wiki/lotr04252
4C254,Southron Soldier,Minion • Man,Raider,4,,2,4,1,,,,"Southron. Ambush (2).
",,,,,https://lotrtcgwiki.com/wiki/lotr04254
4C255,Southron Spear,Possession • Hand Weapon,Raider,4,,1,+2,,,,,"Bearer must be a Southron. Skirmish: Remove (4) and exert bearer to wound a companion or ally bearer is skirmishing.
",,,,,https://lotrtcgwiki.com/wiki/lotr04255
4C258,Southron Wanderer,Minion • Man,Raider,4,,3,8,2,,,,"Southron. Ambush (1). Assignment: Exert this minion and spot 5 companions to assign this minion to the Ringbearer. The Free Peoples player may add (4) to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr04258
4C26,Iron Axe,Possession • Hand Weapon,Dunland,4,,1,+3,,,,,"Bearer must be a [Dunland] Man.
",,,,,https://lotrtcgwiki.com/wiki/lotr04026
4C260,Whirling Strike,Event,Raider,4,,3,,,,,,"Skirmish: Wound a companion or ally skirmishing a [Raider] Man.
",,,,,https://lotrtcgwiki.com/wiki/lotr04260
4C265,Elite Rider,Companion • Man,Rohan,4,58,3,6,3,6,,,"When this companion is in your starting fellowship, his twilight cost is -1. While skirmishing a wounded minion, this companion is strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr04265
4C266,"•Eomer, Sister-son of Theoden",Companion • Man,Rohan,4,52,3,7,3,6,Aragorn,,"While you can spot a [Rohan] Man, Eomer&#039;s twilight cost is -1. At the start of each turn, you may heal a [Rohan] ally.
",,,,,https://lotrtcgwiki.com/wiki/lotr04266
4C270,"•Eowyn, Lady of Rohan",Companion • Man,Rohan,4,76,2,6,3,6,Theoden,,"Valiant. Response: If an unbound companion is about to take a wound, exert Eowyn and add (1) to prevent that wound.
",,,,,https://lotrtcgwiki.com/wiki/lotr04270
4C273,Fight for the Villagers,Event,Rohan,4,51,1,,,,,,"Skirmish: Make a [Rohan] Man strength +2 (or +3 if you spot a villager).
",,,,,https://lotrtcgwiki.com/wiki/lotr04273
4C273,Fight for the Villagers,Event,Rohan,4,53,1,,,,,,"Skirmish: Make a [Rohan] Man strength +2 (or +3 if you spot a villager).
",,,,,https://lotrtcgwiki.com/wiki/lotr04273
4C273,Fight for the Villagers,Event,Rohan,4,54,1,,,,,,"Skirmish: Make a [Rohan] Man strength +2 (or +3 if you spot a villager).
",,,,,https://lotrtcgwiki.com/wiki/lotr04273
4C277,"•Guma, Plains Farmer",Ally • Home 4T • Man,Rohan,4,53,1,4,2,,,,"Villager. Discard Guma if an opponent controls his home site. Fellowship: Exert Guma to heal a [Rohan] Man.
",,,,,https://lotrtcgwiki.com/wiki/lotr04277
4C278,Heavy Chain,Possession • Armor,Rohan,4,61,1,,,,,,"Bearer must be a Man. Bearer may not be overwhelmed unless his or her strength is tripled.
",,,,,https://lotrtcgwiki.com/wiki/lotr04278
4C281,"•Hlafwine, Village Farmhand",Ally • Home 4T • Man,Rohan,4,53,1,4,2,,,,"Villager. Discard Hlafwine if an opponent controls his home site. Skirmish: Exert Hlafwine to make a [Rohan] Man strength +2.
",,,,,https://lotrtcgwiki.com/wiki/lotr04281
4C283,Horse of Rohan,Possession • Mount,Rohan,4,84,2,,,,,,"To play, spot a [Rohan] Man. Bearer must be a Man, Elf, or Wizard. At the start of each skirmish involving bearer, each minion skirmishing bearer must exert.
",,,,,https://lotrtcgwiki.com/wiki/lotr04283
4C286,Rider of Rohan,Companion • Man,Rohan,4,60,2,5,3,6,,,"Skirmish: If this companion is mounted, exert him to exert a minion skirmishing an unbound companion.
",,,,,https://lotrtcgwiki.com/wiki/lotr04286
4C287,Rider's Mount,Possession • Mount,Rohan,4,50,1,,,,,,"Bearer must be a [Rohan] Man. At the start of each skirmish involving bearer, each minion skirmishing bearer must exert.
",,,,,https://lotrtcgwiki.com/wiki/lotr04287
4C288,Rider's Spear,Possession • Hand Weapon,Rohan,4,58,1,+2,,,,,"Bearer must be a [Rohan] Man. If bearer is mounted, bearer is damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04288
4C288,Rider's Spear,Possession • Hand Weapon,Rohan,4,84,1,+2,,,,,"Bearer must be a [Rohan] Man. If bearer is mounted, bearer is damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04288
4C288,Rider's Spear,Possession • Hand Weapon,Rohan,4,87,1,+2,,,,,"Bearer must be a [Rohan] Man. If bearer is mounted, bearer is damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04288
4C291,Sword of Rohan,Possession • Hand Weapon,Rohan,4,58,1,+2,,,,,"Bearer must be a [Rohan] Man. While bearer is skirmishing an Uruk-hai, bearer is damage +1.
",,,,,https://lotrtcgwiki.com/wiki/lotr04291
4C292,"•Theoden, Son of Thengel",Companion • Man,Rohan,4,92,2,6,2,6,Aragorn,,"Regroup: Spot a [Rohan] ally and exert Theoden to liberate a site.
",,,,,https://lotrtcgwiki.com/wiki/lotr04292
4C297,Work for the Sword,Event,Rohan,4,84,1,,,,,,"Skirmish: Make a [Rohan] Man strength +2 (and damage +2 if mounted).
",,,,,https://lotrtcgwiki.com/wiki/lotr04297
4C298,Brace of Coneys,Possession,Shire,4,,1,,,,,,"Bearer must be a Ring-bound Hobbit. Fellowship: Discard this possession to remove a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr04298
4C3,Anger,Event,Dunland,4,,0,,,,,,"Skirmish: Spot 3 [Dunland] minions or a site you control to make a [Dunland] Man fierce until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr04003
4C302,"•Frodo, Tired Traveller",Companion • Hobbit,Shire,4,15,0,3,4,10,Gandalf,,"Ring-bearer (resistance 10). Fellowship: Play a Ring-bound companion to remove a burden.
",,,,,https://lotrtcgwiki.com/wiki/lotr04302
4C306,Hobbit Sword,Possession • Hand Weapon,Shire,4,,1,+2,,,,,"Bearer must be a Hobbit.
",,,,,https://lotrtcgwiki.com/wiki/lotr04306
4C308,Knocked on the Head,Event,Shire,,40,0,,,,,,"Regroup: Play an unbound Hobbit from your discard pile.
",,,,,https://lotrtcgwiki.com/wiki/lotr04308
4C310,"•Merry, Learned Guide",Companion • Hobbit,Shire,4,,1,3,4,6,o,,"Skirmish: Exert the Ring-bearer to discard Merry. Any Shadow player may remove (2) to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr04310
4C314,"•Pippin, Woolly-footed Rascal",Companion • Hobbit,Shire,4,,1,3,4,6,o,,"Skirmish: Add a burden to discard Pippin. Any Shadow player may remove (2) to prevent this.
",,,,,https://lotrtcgwiki.com/wiki/lotr04314
4C316,"•Sam, Samwise the Brave",Companion • Hobbit,Shire,4,,2,3,4,6,Gandalf,,"Ring-bound. Response: If a Shadow card is about to add any number of burdens, spot Frodo and exert Sam to prevent this. Response: If Frodo is killed, make Sam the Ring-bearer (resistance 5).
",,,,,https://lotrtcgwiki.com/wiki/lotr04316
4C319,Severed His Bonds,Event,Shire,4,,1,,,,,,"Stealth. Skirmish: At sites 1T to 4T, cancel a skirmish involving a Hobbit. At any other site, prevent a Hobbit from being overwhelmed unless his or her strength is tripled.
",,,,,https://lotrtcgwiki.com/wiki/lotr04319
4C321,Swiftly and Softly,Event,Shire,4,,1,,,,,,"Stealth. Skirmish: At sites 1T to 5T, cancel a skirmish involving a Hobbit. At any other site, prevent a Hobbit from taking more than 1 wound.
",,,,,https://lotrtcgwiki.com/wiki/lotr04321
4C322,Warmed Up a Bit,Event,Shire,4,,0,,,,,,"Stealth. Skirmish: Discard an unbound Hobbit.
",,,,,https://lotrtcgwiki.com/wiki/lotr04322
4C37,War Cry of Dunland,Event,Dunland,4,,1,,,,,,"Response: If a [Dunland] Man wins a skirmish, make him fierce and strength +4 until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr04037
4C4,Band of Wild Men,Minion • Man,Dunland,4,,5,11,2,,,,"Each time this minion wins a skirmish, you may make it fierce until the regroup phase.
",,,,,https://lotrtcgwiki.com/wiki/lotr04004
4C42,Best Company,Event,Dwarven,4,,0,,,,,,"Skirmish: Make a Dwarf strength +2 (or +4 if at a battleground).
",,,,,https://lotrtcgwiki.com/wiki/lotr04042
4C44,•Courtesy of My Hall,Condition,Dwarven,4,127,1,,,,,,"Plays to your support area. When you play this condition, stack a card from your discard pile here. Fellowship: Discard a Free Peoples card stacked here to heal a Dwarf.
",,,,,https://lotrtcgwiki.com/wiki/lotr04044
4C44,•Courtesy of My Hall,Condition,Dwarven,4,128,1,,,,,,"Plays to your support area. When you play this condition, stack a card from your discard pile here. Fellowship: Discard a Free Peoples card stacked here to heal a Dwarf.
",,,,,https://lotrtcgwiki.com/wiki/lotr04044
