"","Artist","Set_Name","Classifications","Abilities","Set_Num","Color","Franchise","Image","Cost","Inkable","Name","Type","Lore","Rarity","Unique_ID","Card_Num","Body_Text","Willpower","Strength","Set_ID","Flavor_Text","Card_Variants","Move_Cost"
"459","Nicholas Kole","The First Chapter","Dreamborn, Sorcerer",NA,1,"Amethyst","","https://lorcana-api.com/images/mickey_mouse/wayward_sorcerer/mickey_mouse-wayward_sorcerer-large.png",4,TRUE,"Mickey Mouse - Wayward Sorcerer","Character",2,"Super Rare","TFC-051",51,"Animate Broom - You pay 1 {i} less to play Broom characters.

Ceaseless Worker - Whenever one of your Broom characters is banished in a challenge, you may return that card to your hand.",4,3,"TFC","He always goes for the clean sweep.",NA,NA
"460","Giulia Riva","The First Chapter","Storyborn, Ally",NA,1,"Amethyst","","https://lorcana-api.com/images/olaf/friendly_snowman/olaf-friendly_snowman-large.png",1,TRUE,"Olaf - Friendly Snowman","Character",1,"Uncommon","TFC-052",52,NA,3,1,"TFC","""I'm Olaf and I like warm hugs!""",NA,NA
"461","Brian Weisz","The First Chapter","Storyborn, Ally","Evasive",1,"Amethyst","","https://lorcana-api.com/images/pascal/rapunzel's_companion/pascal-rapunzel's_companion-large.png",1,TRUE,"Pascal - Rapunzel's Companion","Character",1,"Uncommon","TFC-053",53,"Camouflage -  While you have another character in play, this character gains Evasive. (Only characters with Evasive can challenge them.)",1,1,"TFC","A true friend is always there for you, whether you can see them or not.",NA,NA
"462","Giulia Riva","The First Chapter","Dreamborn, Mentor, Sorcerer","Rush",1,"Amethyst","","https://lorcana-api.com/images/rafiki/mysterious_sage/rafiki-mysterious_sage-large.png",3,FALSE,"Rafiki - Mysterious Sage","Character",1,"Uncommon","TFC-054",54,"Rush (This character can challenge the turn they're played.) ",3,3,"TFC","""The past can hurt. But the way I see it, you can either run from it or learn from it.""",NA,NA
"463","Jared Nickerl","The First Chapter","Storyborn, Ally",NA,1,"Amethyst","","https://lorcana-api.com/images/sven/official_ice_deliverer/sven-official_ice_deliverer-large.png",6,TRUE,"Sven - Official Ice Deliverer","Character",1,"Uncommon","TFC-055",55,NA,7,5,"TFC","""Reindeer comin' through!"" 
- Kristoff",NA,NA
"464","Matthew Robert Davies","The First Chapter","Storyborn, Villain, Queen",NA,1,"Amethyst","","https://lorcana-api.com/images/the_queen/wicked_and_vain/the_queen-wicked_and_vain-large.png",5,TRUE,"The Queen - Wicked and Vain","Character",1,"Super Rare","TFC-056",56,"I Summon Thee - {e} - Draw a card.",5,4,"TFC","Sublime beauty matched with peerless cunning. Is there any question who is fairest?",NA,NA
"465","Giulia Riva","The First Chapter","Dreamborn, Ally",NA,1,"Amethyst","","https://lorcana-api.com/images/the_wardrobe/belle's_confidant/the_wardrobe-belle's_confidant-large.png",3,TRUE,"The Wardrobe - Belle's Confidant","Character",1,"Common","TFC-057",57,NA,4,3,"TFC","When you simply must have the hautest couture.",NA,NA
"466","Adrianne Gumaya","The First Chapter","Storyborn, Ally, Fairy","Evasive, Challenger +1",1,"Amethyst","","https://lorcana-api.com/images/tinker_bell/peter_pan's_ally/tinker_bell-peter_pan's_ally-large.png",5,FALSE,"Tinker Bell - Peter Pan's Ally","Character",2,"Common","TFC-058",58,"Evasive (Only characters with Evasive can challenge this character.)   Loyal and Devoted - Your characters named Peter Pan gain Challenger +1.",3,3,"TFC",NA,NA,NA
"467","Simangaliso Sibaya","The First Chapter","Storyborn, Villain, Sorcerer",NA,1,"Amethyst","","https://lorcana-api.com/images/ursula/power_hungry/ursula-power_hungry-large.png",7,FALSE,"Ursula - Power Hungry","Character",3,"Legendary","TFC-059",59,"It's Too Easy! - When you play this character, each opponent loses 1 lore. You may draw a card for each 1 lore lost this way.",8,2,"TFC","The first rule of Villainy: If you're going to be evil, you've got to have style.",NA,NA
"468","Hadjie Joos","The First Chapter","Dreamborn, Villain, Sorcerer",NA,1,"Amethyst","","https://lorcana-api.com/images/yzma/alchemist/yzma-alchemist-large.png",2,TRUE,"Yzma - Alchemist","Character",1,"Common","TFC-060",60,"You're Excused - Whenever this character quests, look at the top card of your deck. Put it on either the top or the bottom of your deck",2,2,"TFC","""When I want your opinion, I will give it to you!""",NA,NA
"469","Koni","The First Chapter","Storyborn, Deity","Rush, Challenger +4",1,"Amethyst","","https://lorcana-api.com/images/zeus/god_of_lightning/zeus-god_of_lightning-large.png",4,FALSE,"Zeus - God of Lightning","Character",2,"Rare","TFC-061",61,"Rush (This character can challenge the turn they're played.) 

Challenger +4 (While challenging, this character get +4 {s}.) ",4,0,"TFC","""A little lightning solves a whole lot of problems.""",NA,NA
"470","Kendall Hale","The First Chapter",NA,NA,1,"Amethyst","","https://lorcana-api.com/images/befuddle/befuddle-large.png",1,TRUE,"Befuddle","Action",NA,"Uncommon","TFC-062",62,"Return a character or item with cost 2 or less to their player's hand.",NA,NA,"TFC","Never be afraid to have your mind boggled now and then.",NA,NA
"471","Cristian Romero","The First Chapter",NA,NA,1,"Amethyst","","https://lorcana-api.com/images/freeze/freeze-large.png",2,FALSE,"Freeze","Action",NA,"Common","TFC-063",63,"Exert chosen opposing character.",NA,NA,"TFC","It's time for you to chill.",NA,NA
"472","Amber Kommavongsa","The First Chapter",NA,NA,1,"Amethyst","","https://lorcana-api.com/images/friends_on_the_other_side/friends_on_the_other_side-large.png",3,TRUE,"Friends On The Other Side","Action - Song",NA,"Common","TFC-064",64,"(A character with cost 3 or more can {e} to sing this song for free.)

Draw 2 Cards",NA,NA,"TFC","The cards, the cards
the cards will tell . . .",NA,NA
"473","Kevin Hong","The First Chapter",NA,NA,1,"Amethyst","","https://lorcana-api.com/images/reflection/reflection-large.png",1,TRUE,"Reflection","Action - Song",NA,"Uncommon","TFC-065",65,"(A character with cost 1 or more can {e} to sing this song for free.)

Look at the top 3 cards of your deck. Put them back on the top of your deck in any order.",NA,NA,"TFC","When will my reflection show
Who I am inside?",NA,NA
"474","Andrew Trabbold","The First Chapter",NA,NA,1,"Amethyst","","https://lorcana-api.com/images/magic_mirror/magic_mirror-large.png",2,FALSE,"Magic Mirror","Item",NA,"Rare","TFC-066",66,"Speak! - {e}, 4 {i} - Draw a card.",NA,NA,"TFC","""What wouldst thou know, my Queen?""",NA,NA
"475","Oleg Yurkov","The First Chapter",NA,NA,1,"Amethyst","","https://lorcana-api.com/images/ursula's_cauldron/ursula's_cauldron-large.png",2,FALSE,"Ursula's Cauldron","Item",NA,"Uncommon","TFC-067",67,"Peer Into The Depths - {e} - Look at the top 2 cards of your deck. Put one on the top of your deck and the other on the bottom.",NA,NA,"TFC","Perfect for mixing potions and stealing voices.",NA,NA
"476","Kamil Murzyn","The First Chapter",NA,"Rush",1,"Amethyst","","https://lorcana-api.com/images/white_rabbit's_pocket_watch/white_rabbit's_pocket_watch-large.png",3,TRUE,"White Rabbit's Pocket Watch","Item",NA,"Rare","TFC-068",68,"I'm Late! - {e}, 1{i} - Chosen character gains Rush this turn. (They can challenge the turn they're played.)",NA,NA,"TFC","""No wonder you're late. Why, this watch is exactly two days slow."" - The Mad Hatter",NA,NA
"477","Lauren Walsh","The First Chapter","Storyborn, Hero, Prince","Ward",1,"Emerald","","https://lorcana-api.com/images/aladdin/prince_ali/aladdin-prince_ali-large.png",2,TRUE,"Aladdin - Prince Ali","Character",1,"Common","TFC-069",69,"Ward (Opponents can't choose this character except to challenge.) ",2,2,"TFC","Fabulously wealthy. Practically untouchable. Genuinely inauthentic.",NA,NA
"478","Jeff Murchie","The First Chapter","Dreamborn, Hero, Prince","Rush",1,"Emerald","","https://lorcana-api.com/images/beast/wolfsbane/beast-wolfsbane-large.png",5,FALSE,"Beast - Wolfsbane","Character",2,"Legendary","TFC-070",70,"Rush (This character can challenge the turn they're played.) 

Roar - When you play this character, exert all opposing damaged characters.",4,4,"TFC","""I'll take on all of you if I have to!""",NA,NA
"479","Caner Soylu","The First Chapter","Storyborn",NA,1,"Emerald","","https://lorcana-api.com/images/cheshire_cat/not_all_there/cheshire_cat-not_all_there-large.png",3,TRUE,"Cheshire Cat - Not All There","Character",2,"Uncommon","TFC-071",71,"Lose Something? - When this character is challenged and banished, banish the challenging character.",3,0,"TFC","""You may have noticed that I'm not all there myself.""",NA,NA
"480","Nicholas Kole","The First Chapter","Storyborn, Villain",NA,1,"Emerald","","https://lorcana-api.com/images/cruella_de_vil/miserable_as_usual/cruella_de_vil-miserable_as_usual-large.png",2,TRUE,"Cruella De Vil - Miserable as Usual","Character",1,"Rare","TFC-072",72,"You'll Be Sorry! - When this character is challenged and banished, you may return chosen character to their player's hand.",3,1,"TFC","When she stops by, misery is company.",NA,NA
"481","R. La Barbera / L. Giammichele","The First Chapter","Storyborn, Villain",NA,1,"Emerald","","https://lorcana-api.com/images/duke_of_weselton/opportunistic_official/duke_of_weselton-opportunistic_official-large.png",1,TRUE,"Duke Of Weselton - Opportunistic Official","Character",1,"Common","TFC-073",73,NA,2,2,"TFC","""Sorcery! I knew there was something dubious going on here.""",NA,NA
"482","Leonardo Giammichele","The First Chapter","Storyborn, Hero, Prince",NA,1,"Emerald","","https://lorcana-api.com/images/flynn_rider/charming_rogue/flynn_rider-charming_rogue-large.png",2,TRUE,"Flynn Rider - Charming Rogue","Character",2,"Uncommon","TFC-074",74,"Here Comes The Smolder - Whenever this character is challenged, the challenging player chooses and discards a card.",2,1,"TFC","""I didn't want to have to do this, but you leave me no choice. . . .""",NA,NA
"483","Giulia Riva","The First Chapter","Storyborn, Ally","Evasive",1,"Emerald","","https://lorcana-api.com/images/genie/on_the_job/genie-on_the_job-large.png",6,FALSE,"Genie - On the Job","Character",2,"Super Rare","TFC-075",75,"Evasive (Only characters with Evasive can challenge this character.) 

Disappear - When you play this character, you may return chosen character to their player's hand.",4,3,"TFC","""Can your friends go 'Abracadabra, let 'er rip' and then make the sucker disappear?""",NA,NA
"484","Javier Salas","The First Chapter","Floodborn, Hero","Shift 6, Evasive",1,"Emerald","","https://lorcana-api.com/images/genie/powers_unleashed/genie-powers_unleashed-large.png",8,FALSE,"Genie - Powers Unleashed","Character",3,"Rare","TFC-076",76,"Shift 6 (You may pay 6 {i} to play this on top of one of your characters named Genie.) 

Evasive (Only characters with Evasive can challenge this character.) 

Phenomenal Cosmic Power! - Whenever this character quests, you may play an action with cost 5 or less for free.",5,3,"TFC",NA,NA,NA
"485","Matt Chapman","The First Chapter","Dreamborn, Ally",NA,1,"Emerald","","https://lorcana-api.com/images/genie/the_ever_impressive/genie-the_ever_impressive-large.png",2,TRUE,"Genie - The Ever Impressive","Character",1,"Common","TFC-077",77,NA,3,2,"TFC","""You can wish for nearly anything! Do you want the short version, or should I give you the whole song and dance?""",NA,NA
"486","Massimiliano Narciso","The First Chapter","Storyborn, Villain, Prince",NA,1,"Emerald","","https://lorcana-api.com/images/hans/scheming_prince/hans-scheming_prince-large.png",4,TRUE,"Hans - Scheming Prince","Character",3,"Rare","TFC-078",78,NA,3,3,"TFC","""Rules are like older siblings. All they do is get in the way.""",NA,NA
"487","Isaiah Mesq","The First Chapter","Storyborn, Ally",NA,1,"Emerald","","https://lorcana-api.com/images/horace/no-good_scoundrel/horace-no-good_scoundrel-large.png",3,TRUE,"Horace - No-Good Scoundrel","Character",1,"Common","TFC-079",79,NA,3,4,"TFC","""Well, they ain't in here, Jasper.""",NA,NA
"488","Brian Weisz","The First Chapter","Storyborn, Ally","Reckless",1,"Emerald","","https://lorcana-api.com/images/iago/loud-mouthed_parrot/iago-loud-mouthed_parrot-large.png",3,TRUE,"Iago - Loud-Mouthed Parrot","Character",1,"Rare","TFC-080",80,"You Got A Problem? - {e} - Chosen character gains Reckless during their next turn. (They can't quest and must challenge if able.)",4,1,"TFC",NA,NA,NA
"489","Jochem Van Gool","The First Chapter","Storyborn, Ally",NA,1,"Emerald","","https://lorcana-api.com/images/jasper/common_crook/jasper-common_crook-large.png",3,TRUE,"Jasper - Common Crook","Character",1,"Uncommon","TFC-081",81,"Puppynapping - Whenever this character quests, chosen opposing character can't quest during their next turn.",4,2,"TFC","""Now, look here, Horace, I warned you about thinkin'.""",NA,NA
"490","Duyen Ngyen / Jared Nickerl","The First Chapter","Storyborn, Villain, Alien, Pirate, Captain","Reckless",1,"Emerald","","https://lorcana-api.com/images/john_silver/alien_pirate/john_silver-alien_pirate-large.png",6,TRUE,"John Silver - Alien Pirate","Character",2,"Legendary","TFC-082",82,"Pick Your Fights - When you play this character and whenever he quests, chosen opposing character gains Reckless during their next turn. (They can't quest and must challenge if able.)",5,5,"TFC","""Don't be too put off by this . . . hunk of hardware.""",NA,NA
"491","Milica Celikovic","The First Chapter","Dreamborn, Alien, Inventor",NA,1,"Emerald","","https://lorcana-api.com/images/jumba_jookiba/renegade_scientist/jumba_jookiba-renegade_scientist-large.png",5,TRUE,"Jumba Jookiba - Renegade Scientist","Character",2,"Uncommon","TFC-083",83,NA,5,4,"TFC","""Created something? Ha! But that would be irresponsible and unethical. I would never, ever . . . make more than one.""",NA,NA
"492","Grace Tran","The First Chapter","Storyborn, King","Ward",1,"Emerald","","https://lorcana-api.com/images/kuzco/temperamental_emperor/kuzco-temperamental_emperor-large.png",5,FALSE,"Kuzco - Temperamental Emperor","Character",3,"Rare","TFC-084",84,"Ward (Opponents can't choose this character except to challenge.) 

No Touchy! - When this character is challenged and banished, you may banish the challenging character.",4,2,"TFC","""I asked for emerald and that is clearly jade! What is wrong with you people?""",NA,NA
"493","Leonardo Giammichele","The First Chapter","Dreamborn, Villain",NA,1,"Emerald","","https://lorcana-api.com/images/lady_tremaine/wicked_stepmother/lady_tremaine-wicked_stepmother-large.png",6,FALSE,"Lady Tremaine - Wicked Stepmother","Character",1,"Rare","TFC-085",85,"Do It Again! - When you play this character, you may return an action card from your discard to your hand.",5,1,"TFC","""If your chores are done, then clearly you don't have enough of them.""",NA,NA
"494","Rosa la Barvera","The First Chapter","Storyborn",NA,1,"Emerald","","https://lorcana-api.com/images/mad_hatter/gracious_host/mad_hatter-gracious_host-large.png",5,TRUE,"Mad Hatter - Gracious Host","Character",3,"Uncommon","TFC-086",86,"Tea Party - Whenever this character is challenged, you may draw a card.",4,2,"TFC","Mad Hatter: ""Would you like a little more tea?"" 
Alice: ""I haven't had any yet, so I can't very well take more.""",NA,NA
"495","Aubrey Archer","The First Chapter","Dreamborn, Ally",NA,1,"Emerald","","https://lorcana-api.com/images/megara/pulling_the_strings/megara-pulling_the_strings-large.png",2,TRUE,"Megara - Pulling the Strings","Character",1,"Common","TFC-087",87,"Wonder Boy - When you play this character, chosen character gets +2 {s} this turn.",1,2,"TFC","""A deal's a deal. But falling in love was never supposed to be a part of it.""",NA,NA
"496","Alex Accorsi / Kendall Hale","The First Chapter","Floodborn, Hero","Shift 5",1,"Emerald","","https://lorcana-api.com/images/mickey_mouse/artful_rogue/mickey_mouse-artful_rogue-large.png",7,FALSE,"Mickey Mouse - Artful Rogue","Character",2,"Super Rare","TFC-088",88,"Shift 5 (You may pay 5 {i} to play this on top of one of your characters named Mickey Mouse.) 

Misdirection - Whenever you play an action, chosen opposing character can't quest during their next turn.",5,6,"TFC","Quiet as a... well, you know.",NA,NA
