"","Name","Set_Name","Classifications","Abilities","Color","Franchise","Cost","Inkable","Type","Lore","Rarity","Body_Text","Willpower","Strength","Move_Cost"
"558","Maleficent - Sinister Visitor","The First Chapter","Storyborn, Villain, Sorcerer",NA,"Sapphire","",4,TRUE,"Character",2,"Common",NA,4,3,NA
"559","Maleficent - Uninvited","The First Chapter","Dreamborn, Villain, Sorcerer",NA,"Sapphire","",5,TRUE,"Character",3,"Rare",NA,6,3,NA
"560","Maurice - World-Famous Inventor","The First Chapter","Dreamborn, Mentor, Inventor",NA,"Sapphire","",6,TRUE,"Character",2,"Rare","Give It A Try - Whenever this character quests, you pay 2 {i} less for the next item you play this turn.

It Works! - Whenever you play an item, you may draw a card.",7,2,NA
"561","Merlin - Self-Appointed Mentor","The First Chapter","Dreamborn, Mentor, Sorcerer","Support","Sapphire","",4,TRUE,"Character",1,"Common","Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",4,3,NA
"562","Mickey Mouse - Detective","The First Chapter","Dreamborn, Hero, Detective",NA,"Sapphire","",3,FALSE,"Character",1,"Uncommon","Get A Clue - When you play this character, you may put the top card of your deck into your inkwell facedown and exerted.",3,1,NA
"563","Mufasa - King of the Pride Lands","The First Chapter","Storyborn, Mentor, King",NA,"Sapphire","",6,TRUE,"Character",3,"Common",NA,6,4,NA
"564","Philoctetes - Trainer of Heroes","The First Chapter","Storyborn, Mentor","Support","Sapphire","",2,TRUE,"Character",1,"Common","Support (Whenever this character quests, you may add their {s} to another chosen character's {s} this turn.)",1,3,NA
"565","Robin Hood - Unrivaled Archer","The First Chapter","Storyborn, Hero","Evasive","Sapphire","",6,TRUE,"Character",2,"Super Rare","Feed The Poor - When you play this character, if an opponent has more cards in their hand than you, draw a card.  Good Shot - During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",4,4,NA
"566","Scar - Mastermind","The First Chapter","Storyborn, Villain",NA,"Sapphire","",6,TRUE,"Character",2,"Rare","Insidious Plot - When you play this character, chosen opposing character gets -5 {s} this turn.",4,5,NA
"567","Tamatoa - So Shiny!","The First Chapter","Storyborn, Villain",NA,"Sapphire","",8,TRUE,"Character",1,"Super Rare","What Have We Here? - When you play this character and whenever he quests, you may return an item card from your discard to your hand.

Glam - This character gets +1 {l} for each item you have in play.",8,5,NA
"568","Triton - The Sea King","The First Chapter","Storyborn, King",NA,"Sapphire","",7,TRUE,"Character",2,"Uncommon",NA,9,5,NA
"569","Develop Your Brain","The First Chapter",NA,NA,"Sapphire","",1,TRUE,"Action",NA,"Common","Look at the top 2 cards of your deck. Put one into your hand and the other on the bottom of the deck.",NA,NA,NA
"570","If It's Not Baroque","The First Chapter",NA,NA,"Sapphire","",3,FALSE,"Action",NA,"Rare","Return an item card from your discard to your hand.",NA,NA,NA
"571","Let It Go","The First Chapter",NA,NA,"Sapphire","",5,TRUE,"Action - Song",NA,"Rare","(A character with cost 5 or more can {e} to sing this song for free.)

Put chosen character into their player's inkwell facedown and exerted.",NA,NA,NA
"572","One Jump Ahead","The First Chapter",NA,NA,"Sapphire","",2,FALSE,"Action - Song",NA,"Uncommon","(A character with cost 2 or more can {e} to sing this song for free.)

Put the top card of your deck into your inkwell facedown and exerted.",NA,NA,NA
"573","Work Together","The First Chapter",NA,"Support","Sapphire","",1,TRUE,"Action",NA,"Common","Chosen Character gains Support this turn. (Whenever they quest, you may add their {s} to another chosen character's {s} this turn.)",NA,NA,NA
"574","Coconut Basket","The First Chapter",NA,NA,"Sapphire","",2,TRUE,"Item",NA,"Uncommon","Consider The Coconut - Whenever you play a character, you may remove up to 2 damage from chosen character.",NA,NA,NA
"575","Eye Of The Fates","The First Chapter",NA,NA,"Sapphire","",4,TRUE,"Item",NA,"Uncommon","See The Future - {e} - Chosen character gets +1 {l} this turn.",NA,NA,NA
"576","Fishbone Quill","The First Chapter",NA,NA,"Sapphire","",3,TRUE,"Item",NA,"Rare","Go Ahead And Sing - {e} - Put any card from your hand into your inkwell facedown.",NA,NA,NA
"577","Magic Golden Flower","The First Chapter",NA,NA,"Sapphire","",1,TRUE,"Item",NA,"Common","Healing Pollen - Banish this item - Remove up to 3 damage from chosen character.",NA,NA,NA
"578","Scepter Of Arendelle","The First Chapter",NA,"Support","Sapphire","",1,TRUE,"Item",NA,"Uncommon","Command - {e}- Chosen character gains Support this turn. (Whenever they quest, you may add their {s} to another chosen character's {s} this turn.)",NA,NA,NA
"579","Aladdin - Cornered Swordsman","The First Chapter","Storyborn, Hero",NA,"Steel","",2,TRUE,"Character",2,"Common",NA,1,2,NA
"580","Beast - Hardheaded","The First Chapter","Storyborn, Hero, Prince",NA,"Steel","",5,TRUE,"Character",2,"Uncommon","Break - When you play this character, you may banish chosen item.",4,4,NA
"581","Captain Hook - Captain of the Jolly Roger","The First Chapter","Storyborn, Villain, Pirate, Captain",NA,"Steel","",4,FALSE,"Character",1,"Rare","Double The Powder - When you play this character, you may return an action card named Fire the Cannons! from your discard to your hand.",4,3,NA
"582","Captain Hook - Forceful Duelist","The First Chapter","Dreamborn, Villain, Pirate, Captain","Challenger +2","Steel","",1,TRUE,"Character",1,"Common","Challenger +2 (When challenging, this character gets +2 {s}.) ",2,1,NA
"583","Captain Hook - Thinking a Happy Thought","The First Chapter","Floodborn, Villain, Pirate, Captain","Shift 3, Challenger +3","Steel","",5,FALSE,"Character",1,"Rare","Shift 3 (You may pay 3 {i} to play this on top of one of your characters named Captain Hook.) 

Challenger +3 When challenging, this character get +3 {s}.) 

Stolen Dust - Characters with cost 3 or less can't challenge this character.",5,2,NA
"584","Cerberus - Three-Headed Dog","The First Chapter","Storyborn",NA,"Steel","",5,TRUE,"Character",1,"Common",NA,6,5,NA
"585","Donald Duck - Musketeer","The First Chapter","Dreamborn, Hero, Musketeer","Bodyguard, Evasive","Steel","",4,TRUE,"Character",1,"Uncommon","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.) 

Stay Alert! - During your turn, your Musketeer characters gain Evasive. (They can challenge characters with Evasive.)",5,2,NA
"586","Gantu - Galactic Federation Captain","The First Chapter","Storyborn, Alien, Captain",NA,"Steel","",8,TRUE,"Character",2,"Legendary","Under Arrest - Characters with cost 2 or less can't challenge your characters.",6,6,NA
"587","Goons - Maleficent's Underlings","The First Chapter","Storyborn, Ally",NA,"Steel","",1,TRUE,"Character",1,"Common",NA,2,2,NA
"588","Hans - Thirteenth in Line","The First Chapter","Storyborn, Villain, Prince",NA,"Steel","",4,TRUE,"Character",2,"Super Rare","Stage A Little Accident - Whenever this character quests, you may deal 1 damage to chosen character.",3,3,NA
"589","Hercules - True Hero","The First Chapter","Dreamborn, Hero, Prince","Bodyguard","Steel","",3,TRUE,"Character",1,"Common","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)",3,3,NA
"590","Kristoff - Offical Ice Master","The First Chapter","Storyborn, Ally",NA,"Steel","",3,TRUE,"Character",2,"Common",NA,3,3,NA
"591","Kronk - Right-Hand Man","The First Chapter","Storyborn, Ally",NA,"Steel","",6,TRUE,"Character",2,"Uncommon",NA,6,6,NA
"592","Lilo - Galactic Hero","The First Chapter","Dreamborn, Hero",NA,"Steel","",3,TRUE,"Character",2,"Uncommon",NA,2,4,NA
"593","Maui - Demigod","The First Chapter","Storyborn, Hero, Deity",NA,"Steel","",8,TRUE,"Character",3,"Rare",NA,8,8,NA
"594","Mickey Mouse - Musketeer","The First Chapter","Dreamborn, Hero, Musketeer","Bodyguard","Steel","",6,TRUE,"Character",2,"Rare","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)

All For One - Your other musketeer character get +1 {s}.",7,2,NA
"595","Prince Eric - Dashing and Brave","The First Chapter","Storyborn, Hero, Prince","Challenger +2","Steel","",2,TRUE,"Character",1,"Common","Challenger +2 (When challenging, this character get +2 {s}.) ",3,1,NA
"596","Simba - Future King","The First Chapter","Storyborn, Hero, Prince",NA,"Steel","",1,TRUE,"Character",1,"Common","Guess What? - When you play this character, you may draw a card, then choose and discard a card.",2,1,NA
"597","Simba - Returned King","The First Chapter","Storyborn, Hero, King","Challenger +4, Evasive","Steel","",7,TRUE,"Character",2,"Rare","Challenger +4 (While challenging, this character gets +4 {s}.)

POUNCE: During your turn, this character gains Evasive. (They can challenge characters with Evasive.)",6,4,NA
"598","Simba - Rightful Heir","The First Chapter","Storyborn, Hero, Prince",NA,"Steel","",5,FALSE,"Character",2,"Uncommon","I Know What I Have To Do - During your turn, whenever this character banishes another character in a challenge, you gain 1 lore.",5,3,NA
"599","Starkey - Hook's Henchman","The First Chapter","Storyborn, Ally, Pirate",NA,"Steel","",5,TRUE,"Character",1,"Uncommon","Aye Aye, Captain - While you have a Captain character in play, this character gets +1 {l}.",4,5,NA
"600","Te Ka - Heartless","The First Chapter","Dreamborn, Villain, Deity",NA,"Steel","",6,TRUE,"Character",2,"Legendary","Seek The Heart - During your turn, whenever this character banishes another character in a challenge, you gain 2 lore.",5,5,NA
"601","Tinker Bell - Giant Fairy","The First Chapter","Floodborn, Ally, Fairy","Shift 4","Steel","",6,TRUE,"Character",2,"Super Rare","Shift 4 (You may pay 4 {i} to play this on top of one of your characters named Tinker Bell.) 

ROCK THE BOAT: When you play this character, deal 1 damage to each opposing character.

Puny Pirate! - During your turn, whenever this character banishes another character in a challenge, you may deal 2 damage to chosen opposing character.",5,4,NA
"602","Tinker Bell - Tiny Tactician","The First Chapter","Dreamborn, Ally, Fairy",NA,"Steel","",3,TRUE,"Character",1,"Common","Battle Plans - {e} - Draw a card, then choose and discard a card.",4,2,NA
"603","A Whole New World","The First Chapter",NA,NA,"Steel","",5,FALSE,"Action - Song",NA,"Super Rare","(A character with cost 5 or more can {e} to sing this song for free.)

Each player discards their hand and draws 7 cards.",NA,NA,NA
"604","Break","The First Chapter",NA,NA,"Steel","",2,TRUE,"Action",NA,"Common","Banish chosen item.",NA,NA,NA
"605","Fire The Cannons!","The First Chapter",NA,NA,"Steel","",1,FALSE,"Action",NA,"Common","Deal 2 damage to chosen character.",NA,NA,NA
"606","Grab Your Sword","The First Chapter",NA,NA,"Steel","",5,FALSE,"Action - Song",NA,"Rare","(A character with cost 5 or more can {e} to sing this song for free.)

Deal 2 damage to each opposing character.",NA,NA,NA
"607","Ransack","The First Chapter",NA,NA,"Steel","",2,TRUE,"Action",NA,"Uncommon","Draw 2 cards, then choose and discard 2 cards.",NA,NA,NA
"608","Smash","The First Chapter",NA,NA,"Steel","",3,TRUE,"Action",NA,"Uncommon","Deal 3 damage to chosen character.",NA,NA,NA
"609","Beast's Mirror","The First Chapter",NA,NA,"Steel","",2,TRUE,"Item",NA,"Common","Show Me - {e}, 3 {i} - If you have no cards in your hand, draw a card.",NA,NA,NA
"610","Frying Pan","The First Chapter",NA,NA,"Steel","",2,TRUE,"Item",NA,"Uncommon","Clang! - Banish this item - Chosen character can't challenge during their next turn.",NA,NA,NA
"611","Musketeer Tabard","The First Chapter",NA,"Bodyguard","Steel","",4,FALSE,"Item",NA,"Rare","All For One And One For All - Whenever one of your characters with Bodyguard is banished, you may draw a card.",NA,NA,NA
"612","Plasma Blaster","The First Chapter",NA,NA,"Steel","",3,FALSE,"Item",NA,"Rare","Quick Shot - {e}, 2 {i}: Deal 1 damage to chosen character.",NA,NA,NA
"613","Agustin Madrigal - Clumsy Dad","Ursula's Return","Storyborn, Mentor, Madrigal",NA,"Amber","Encanto",1,TRUE,"Character",1,"Common",NA,2,2,NA
"614","Alma Madrigal - Family Matriarch","Ursula's Return","Storyborn, Mentor, Madrigal",NA,"Amber","Encanto",3,FALSE,"Character",2,"Rare","To the Table - When you play this character, you may search your deck for a Madrigal character card and reveal that card to all players. Shuffle your deck and put that card on top of it.",3,1,NA
"615","Ariel - Singing Mermaid","Ursula's Return","Storyborn, Hero, Princess","Singer 7","Amber","The Little Mermaid",4,TRUE,"Character",2,"Rare","Singer 7 (This character counts as cost 7 to sing songs.)",3,3,NA
"616","Cinderella - Melody Weaver","Ursula's Return","Dreamborn, Hero, Princess","Singer 9","Amber","Cinderella",5,TRUE,"Character",2,"Legendary","Singer 9 (This character counts as cost 9 to sing songs.)
Beautiful Voice - Whenever this character sings a song, your other Princess characters get +1{l} this turn.",5,1,NA
"617","Cogsworth - Majordomo","Ursula's Return","Dreamborn, Ally",NA,"Amber","Beauty and the Beast",4,TRUE,"Character",1,"Common","As You Were! - Whenever this character quests, you may give chosen character -2{p} until the start of your next turn.",3,3,NA
"618","Daisy Duck - Lovely Lady","Ursula's Return","Dreamborn, Ally",NA,"Amber","Disney Classics",1,TRUE,"Character",1,"Uncommon",NA,3,1,NA
"619","Daisy Duck - Musketeer Spy","Ursula's Return","Dreamborn, Hero, Musketeer",NA,"Amber","The Three Musketeers",4,TRUE,"Character",1,"Common","Infiltration - When you play this character, each opponent chooses and discards a card.",3,2,NA
"620","Donald Duck - Musketeer Soldier","Ursula's Return","Dreamborn, Hero, Musketeer","Bodyguard","Amber","The Three Musketeers",3,TRUE,"Character",1,"Uncommon","Bodyguard (This character may enter play exerted. An opposing character who challenges one of your characters must choose one with Bodyguard if able.)
Wait For Me! - When you play this character, chosen character gets +1{l} this turn.",3,2,NA
"621","Felix Madrigal - Fun-Loving Family Man","Ursula's Return","Storyborn, Ally, Madrigal",NA,"Amber","Encanto",3,TRUE,"Character",2,"Uncommon",NA,4,2,NA
"622","Gaston - Despicable Dealer","Ursula's Return","Storyborn, Villain",NA,"Amber","The Beauty and the Beast",3,FALSE,"Character",1,"Super Rare","Dubious Recruitment - {e}: You pay 2{i} less for the next character you play this turn.",4,2,NA
"623","Golden Harp - Enchanter of the Land","Ursula's Return","Storyborn, Ally",NA,"Amber","Disney Classics",1,TRUE,"Character",2,"Rare","Stolen Away - At the end of your turn, if you didn't play a song this turn, banish this character",4,1,NA
"624","Goofy - Musketeer Swordsman","Ursula's Return","Dreamborn, Hero, Musketeer","Bodyguard","Amber","The Three Musketeers",4,FALSE,"Character",2,"Rare","En Gawrsh! - Whenever you play a character with Bodyguard, ready this character. He can't quest for the rest of this turn.",4,3,NA
"625","Julieta Madrigal - Excellent Cook","Ursula's Return","Storyborn, Mentor, Madrigal",NA,"Amber","Encanto",3,TRUE,"Character",1,"Uncommon","Signature Recipe - When you play this character, you may remove up to 2 damage from chosen character. If you removed damage this way, you may draw a card.",4,1,NA
